framework_id,name,also_known_as,jurisdiction,region,category,type,issuing_body,official_url,source_note,who_must_comply,scope_summary,key_obligations_summary,mandatory_vs_voluntary,certification_or_audit_required,typical_evidence_artifacts,renewal_or_reassessment_cadence,penalties_summary,overlaps_with,subordinate_controls_notes,last_verified_date,research_source_urls
in-cdpa,Indiana Consumer Data Protection Act,Indiana CDPA; SB 5,United States - Indiana,US-State,privacy,law,Indiana General Assembly; Indiana Attorney General,https://iga.in.gov/legislative/2023/bills/senate/5/details,Comprehensive state privacy law effective January 2026,"Businesses that conduct business in Indiana or target Indiana residents and meet the applicability thresholds: controlling or processing personal data of at least 100,000 Indiana consumers, or at least 25,000 consumers while deriving more than 50 percent of gross revenue from the sale of personal data.","Applies to personal data of Indiana residents acting in an individual or household context; employee and business-to-business contact data are generally excluded, and entity- or data-level exemptions typically cover HIPAA, GLBA and FCRA data. Closely modeled on the Virginia statute.","Requires a privacy notice and support for consumer rights to access, delete and obtain a portable copy of personal data, plus opt-outs where applicable for targeted advertising, sale of personal data and certain profiling. Sensitive data handling and data protection assessments follow the statute's specific rules. Controllers must use processor contracts with defined duties, and the law took effect on January 1, 2026. Consent is required for sensitive data, and data protection assessments are required for targeted advertising, sale, certain profiling and sensitive data processing.",mandatory,no,privacy notice|data inventory|records of processing|data protection assessments|processor contracts (DPAs)|consumer rights request log|opt-out and preference-signal configuration|consent records for sensitive data,continuous; assessments refreshed on material change,"Attorney General enforcement only, with civil penalties of up to 7,500 US dollars per violation; there is no private right of action.",ccpa-cpra|vcdpa|ky-cdpa|ia-cdpa|gdpr,"No control families; obligations are organized around notices, consumer rights, sensitive data, data protection assessments and processor contracts. A 30-day cure period applies and does not sunset.",2026-08-20,https://iga.in.gov/legislative/2023/bills/senate/5/details|https://www.in.gov/attorneygeneral/
ky-cdpa,Kentucky Consumer Data Protection Act,Kentucky CDPA; HB 15,United States - Kentucky,US-State,privacy,law,Kentucky General Assembly; Kentucky Attorney General,https://apps.legislature.ky.gov/record/24rs/hb15.html,Comprehensive state privacy law effective January 2026,"Businesses that conduct business in Kentucky or target Kentucky residents and meet the applicability thresholds: controlling or processing personal data of at least 100,000 Kentucky consumers, or at least 25,000 consumers while deriving more than 50 percent of gross revenue from the sale of personal data.","Applies to personal data of Kentucky residents acting in an individual or household context; employee and business-to-business contact data are generally excluded, and entity- or data-level exemptions typically cover HIPAA, GLBA and FCRA data. Closely modeled on the Virginia statute.","Requires a privacy notice and support for consumer rights to access, delete and obtain a portable copy of personal data, plus opt-outs where applicable for targeted advertising, sale of personal data and certain profiling. Sensitive data handling and data protection assessments follow the statute's specific rules. Controllers must use processor contracts with defined duties, and the law took effect on January 1, 2026. Consent is required for sensitive data, and data protection assessments are required for targeted advertising, sale, certain profiling and sensitive data processing.",mandatory,no,privacy notice|data inventory|records of processing|data protection assessments|processor contracts (DPAs)|consumer rights request log|opt-out and preference-signal configuration|consent records for sensitive data,continuous; assessments refreshed on material change,"Attorney General enforcement only, with civil penalties of up to 7,500 US dollars per violation; there is no private right of action.",ccpa-cpra|vcdpa|in-cdpa|tn-tipa|gdpr,"No control families; obligations are organized around notices, consumer rights, sensitive data, data protection assessments and processor contracts. A 30-day cure period applies and does not sunset.",2026-08-20,https://apps.legislature.ky.gov/record/24rs/hb15.html|https://www.ag.ky.gov/
ri-dtppa,Rhode Island Data Transparency and Privacy Protection Act,RIDTPPA; Rhode Island H 7787,United States - Rhode Island,US-State,privacy,law,Rhode Island General Assembly; RI Attorney General,https://webserver.rilegislature.gov/BillText24/HouseText24/H7787A.pdf,Comprehensive state privacy law effective January 2026 with notably low applicability thresholds,"Businesses that conduct business in Rhode Island or target Rhode Island residents and meet the applicability thresholds: controlling or processing personal data of at least 35,000 Rhode Island customers, or at least 10,000 customers while deriving more than 20 percent of gross revenue from the sale of personal data.","Applies to personal data of Rhode Island residents acting in an individual or household context; employee and business-to-business contact data are generally excluded, and entity- or data-level exemptions typically cover HIPAA, GLBA and FCRA data. Applicability thresholds are among the lowest, and the notice duties are unusually specific.","Requires a privacy notice and support for consumer rights to access, delete and obtain a portable copy of personal data, plus opt-outs where applicable for targeted advertising, sale of personal data and certain profiling. Sensitive data handling and data protection assessments follow the statute's specific rules. Controllers must use processor contracts with defined duties, and the law took effect on January 1, 2026. In addition to standard rights and opt-outs, controllers must name the third parties to which personal data has been or may be sold in the privacy notice, and consent is required for sensitive data.",mandatory,no,privacy notice|data inventory|records of processing|data protection assessments|processor contracts (DPAs)|consumer rights request log|opt-out and preference-signal configuration|consent records for sensitive data,continuous; assessments refreshed on material change,"Attorney General enforcement only, with penalties of up to 10,000 US dollars per intentional disclosure violation as specified in the statute; there is no private right of action.",ccpa-cpra|de-dpdpa|md-modpa|nh-privacy-act|gdpr,"No control families; obligations are organized around notices, consumer rights, sensitive data, data protection assessments and processor contracts. The statute requires controllers that sell personal data or process it for targeted advertising to identify in the privacy notice all third parties to which data has been or may be sold.",2026-08-20,https://webserver.rilegislature.gov/BillText24/HouseText24/H7787A.pdf|https://riag.ri.gov/
nydfs-500,NYDFS Cybersecurity Regulation,23 NYCRR 500; NYDFS Part 500,United States - New York,US-State,financial,regulation,New York State Department of Financial Services,https://www.dfs.ny.gov/industry_guidance/cybersecurity,"Cybersecurity program, CISO, MFA, and reporting requirements for NYDFS-covered financial entities","Entities operating under a New York banking, insurance or financial services license or registration, with tiered relief for small covered entities and additional duties for Class A companies.","Covers the covered entity's information systems and nonpublic information, including systems operated by affiliates and third-party service providers.","Requires a written cybersecurity program and policy approved by the board or senior governing body, a qualified CISO reporting at least annually, risk assessments, multi-factor authentication for all remote and privileged access, asset inventories, encryption, incident response and business continuity plans, and a written third-party service provider policy. Cybersecurity events must be reported to the Department within 72 hours and extortion payments within 24 hours, with an annual notice of compliance filed by April 15. Class A companies must obtain independent audits and implement additional controls such as privileged access management and endpoint detection and response.",mandatory,sometimes,cybersecurity policy|risk assessment|CISO annual report|asset inventory|MFA configuration evidence|penetration test and vulnerability scan reports|incident reports|annual certification of compliance|vendor due diligence records,"annual certification, annual penetration testing and at least biannual vulnerability assessments","Enforcement under New York Banking, Insurance and Financial Services Law, with per-violation penalties and consent orders that have reached multi-million-dollar settlements; each day of non-compliance can be treated as a separate violation.",glba-safeguards|dora|iso27001|soc2|ffiec-it-handbook,"Sections 500.1 to 500.24 cover program, policy, CISO, testing, audit trails, access, application security, risk assessment, personnel, third parties, MFA, retention, monitoring, encryption, incident response and notification.",2026-08-20,https://www.dfs.ny.gov/industry_guidance/cybersecurity|https://www.dfs.ny.gov/system/files/documents/2023/10/rf_fs_2amend23NYCRR500_text_20231101.pdf
co-admt-act,Colorado Automated Decision-Making Technology Act,Colorado AI Act; SB 24-205; SB 26-189; ADMT Act,United States - Colorado,US-State,ai,law,Colorado General Assembly; Colorado Attorney General,https://coag.gov/ai/,"SB 24-205 (Colorado AI Act) was repealed and reenacted by SB 26-189 as the ADMT Act, effective January 1, 2027","Developers and deployers of automated decision-making or high-risk artificial intelligence systems that affect Colorado residents in consequential decisions such as employment, lending, housing, insurance, education and health care.","Covers automated decision-making technology used in consequential decisions concerning Colorado consumers, with duties allocated between developers and deployers.","The original Colorado AI Act, SB 24-205, imposed reasonable-care duties to avoid algorithmic discrimination, including impact assessments, risk management programs, consumer notices and disclosures to the Attorney General. It was repealed and reenacted by SB 26-189 as the Automated Decision-Making Technology Act, with an effective date of January 1, 2027, so implementing detail and rulemaking are still developing. Organizations should track the reenacted statute's final obligations before building controls.",mandatory,no,AI and ADMT system inventory|impact assessments|risk management program documentation|consumer notices|incident and discrimination reporting records,unknown pending implementation of the reenacted statute,"Exclusive Attorney General enforcement, historically as a deceptive trade practice under the Colorado Consumer Protection Act with no private right of action; specific penalty amounts under the reenacted ADMT Act are unknown.",co-cpa|eu-ai-act|tx-traiga|nyc-ll144,Duties are split between developers and deployers rather than organized into control families; details depend on the reenacted statute and any rules.,2026-08-20,https://coag.gov/ai/|https://leg.colorado.gov/bills/sb24-205
tx-traiga,Texas Responsible Artificial Intelligence Governance Act,TRAIGA; Texas HB 149,United States - Texas,US-State,ai,law,Texas Legislature; Texas Attorney General,https://capitol.texas.gov/billlookup/BillSummary.aspx?Bill=HB149&LegSess=89R,"Texas AI governance law effective January 1, 2026 covering prohibited uses, disclosures, sandbox, and AI Council","Persons developing or deploying artificial intelligence systems in Texas, with specific additional duties for state agencies and for health care and biometric use cases.","Covers AI systems developed, marketed, distributed or deployed in Texas, focused on prohibited intentional uses rather than general risk tiering.","Prohibits developing or deploying AI with intent to unlawfully discriminate, incite self-harm or crime, produce certain unlawful sexual content, or infringe constitutional rights, and restricts government use for social scoring and certain biometric identification. Government agencies must disclose AI interactions with consumers, and health care providers must disclose AI use in treatment. The Attorney General has exclusive enforcement with a 60-day cure period, and the law creates a regulatory sandbox and an AI Council, effective January 1, 2026.",mandatory,no,AI system inventory|intent and use-case documentation|consumer and patient disclosures|risk assessments|training records|sandbox application where used,continuous; no fixed reassessment cadence in the statute,"Attorney General enforcement with civil penalties in statutory ranges, reported as 10,000 to 12,000 US dollars per curable violation and 80,000 to 200,000 US dollars per uncurable violation, plus daily penalties for continuing violations; there is no private right of action.",tdpsa|eu-ai-act|co-admt-act,"No control families; obligations are organized around prohibited intents, disclosure duties, sandbox participation and government-specific restrictions.",2026-08-20,https://capitol.texas.gov/billlookup/BillSummary.aspx?Bill=HB149&LegSess=89R|https://www.texasattorneygeneral.gov/
sox,Sarbanes-Oxley Act,SOX; SOX 404; ITGC requirements,United States,US,financial,law,US Congress; SEC; PCAOB,https://www.govinfo.gov/app/details/PLAW-107publ204,Financial reporting integrity law driving IT general controls for public companies and IPO candidates,"U.S. public companies, their officers and auditors, plus late-stage private companies preparing for an IPO or acquisition by a public filer.","Covers internal control over financial reporting, including the IT general controls and application controls supporting financially relevant systems.","Requires management assertions on disclosure controls under Section 302 and on internal control over financial reporting under Section 404, with auditor attestation for accelerated filers. In IT terms this drives documented IT general controls over access management, change management, IT operations and program development for in-scope systems. Deficiencies are evaluated and, where material, disclosed as significant deficiencies or material weaknesses.",mandatory,yes,ITGC narratives and process flows|access provisioning and review records|change tickets and approvals|segregation of duties matrix|control testing workpapers|management assertions|auditor reports,"annual, with quarterly evaluation of disclosure controls","Criminal penalties for knowingly false certifications of up to 5 million US dollars and 20 years imprisonment, plus SEC enforcement, restatements and delisting consequences.",soc1|sec-cyber-disclosure|iso27001|finra-rules,No official control catalog; programs typically use the COSO 2013 framework with COBIT-aligned IT general control domains.,2026-08-20,https://www.govinfo.gov/app/details/PLAW-107publ204|https://pcaobus.org/oversight/standards/auditing-standards
glba-safeguards,Gramm-Leach-Bliley Act and FTC Safeguards Rule,GLBA; FTC Safeguards Rule; 16 CFR Part 314,United States,US,financial,regulation,US Federal Trade Commission,https://www.ftc.gov/legal-library/browse/rules/safeguards-rule,Written information security program requirements for non-bank financial institutions under FTC jurisdiction,"Non-bank financial institutions under FTC jurisdiction, including many fintechs, lenders, mortgage brokers, auto dealers, tax preparers and finders, plus banks under parallel interagency rules.","Covers customer information handled by a financial institution, including information received about another institution's customers.","Requires a written information security program with a designated qualified individual, a written risk assessment, and specific safeguards including access controls, data inventory, encryption in transit and at rest, secure development practices, multi-factor authentication, disposal, change management and activity monitoring. Institutions must test controls through continuous monitoring or annual penetration testing plus biannual vulnerability assessments, oversee service providers, maintain an incident response plan, and provide an annual written report to the board. Since 2024 they must notify the FTC within 30 days of discovering a security event involving unencrypted customer information of 500 or more consumers, and GLBA privacy notice rules apply separately.",mandatory,no,written information security program|risk assessment|qualified individual designation|penetration test and vulnerability scan reports|MFA evidence|data inventory|vendor oversight records|incident response plan|annual board report|privacy notices,"annual penetration test and board report, with vulnerability assessments at least every six months","FTC civil penalties per violation adjusted annually for inflation, currently exceeding 50,000 US dollars per violation, plus consent orders with multi-year compliance obligations.",nydfs-500|pci-dss|soc2|ffiec-it-handbook|fcra,"16 CFR Part 314 elements: program, qualified individual, risk assessment, eight safeguard categories, testing, personnel, service providers, evaluation, incident response and reporting.",2026-08-20,https://www.ftc.gov/legal-library/browse/rules/safeguards-rule|https://www.ecfr.gov/current/title-16/chapter-I/subchapter-C/part-314
bsa-aml,Bank Secrecy Act / Anti-Money Laundering,BSA; AML; 31 CFR Chapter X,United States,US,financial,law,US Financial Crimes Enforcement Network (FinCEN),https://www.fincen.gov/resources/statutes-and-regulations/bank-secrecy-act,"AML program, KYC, recordkeeping, and suspicious activity reporting obligations for covered financial institutions","Banks, credit unions, money services businesses, broker-dealers, casinos and other financial institutions defined in the regulations, including many crypto and payments firms registered as MSBs.",Covers financial transactions and customer relationships subject to the Bank Secrecy Act and FinCEN regulations in 31 CFR Chapter X.,"Requires a risk-based AML and countering the financing of terrorism program with internal controls, a designated compliance officer, training, independent testing and customer due diligence including beneficial ownership identification. Institutions must file suspicious activity reports, generally within 30 days of detection, currency transaction reports for cash transactions above 10,000 US dollars, and maintain records including funds transfer and travel rule information. Sanctions screening under OFAC rules operates in parallel.",mandatory,yes,AML program policy|risk assessment|CIP and beneficial ownership records|SAR and CTR filings|independent testing report|training records|sanctions screening logs,"annual training and periodic independent testing, commonly annual","Civil money penalties per violation with substantially higher amounts for willful violations, criminal penalties up to 500,000 US dollars and 10 years imprisonment for willful program violations, and enforcement actions restricting business.",finra-rules|ffiec-it-handbook|fcra,"Programs are commonly organized around the five pillars: internal controls, compliance officer, training, independent testing and customer due diligence.",2026-08-20,https://www.fincen.gov/resources/statutes-regulations|https://bsaaml.ffiec.gov/manual
finra-rules,FINRA Rules,FINRA Rulebook; FINRA 4511 recordkeeping; SEA Rule 17a-4,United States,US,financial,regulation,Financial Industry Regulatory Authority,https://www.finra.org/rules-guidance/rulebooks/finra-rules,"Self-regulatory rulebook for US broker-dealers covering supervision, recordkeeping, and communications retention","FINRA member broker-dealers and their associated persons, plus technology vendors supporting their recordkeeping and communications.","Covers member firms' business activities, supervision, communications, books and records, and customer protection obligations.","Requires written supervisory procedures and a supervisory system, review and approval of communications with the public, and preservation of books and records including electronic communications. SEA Rule 17a-4 permits electronic records preservation using either a write-once read-many format or an audit-trail alternative, with a designated third party or executive access undertaking. Firms must also meet cybersecurity, business continuity and customer identification expectations examined by FINRA.",mandatory,yes,written supervisory procedures|communications review records|archived electronic communications with retention configuration|audit-trail or WORM attestation|business continuity plan|examination responses,"continuous; retention periods are generally 3 to 6 years depending on record type, with annual supervisory reviews","FINRA disciplinary sanctions including fines, restitution, suspension, bar or expulsion, alongside SEC enforcement for rule violations.",sox|bsa-aml|mifid2|sec-cyber-disclosure,"Rulebook organized into conduct, supervision, financial and operational, and trading rules, with recordkeeping requirements in FINRA 4511 and SEA Rules 17a-3 and 17a-4.",2026-08-20,https://www.finra.org/rules-guidance/rulebooks/finra-rules|https://www.finra.org/rules-guidance/key-topics/books-records
sec-cyber-disclosure,SEC Cybersecurity Disclosure Rules,Item 1.05 Form 8-K; Regulation S-K Item 106,United States,US,financial,regulation,US Securities and Exchange Commission,https://www.sec.gov/newsroom/press-releases/2023-139,Requires public companies to disclose material cybersecurity incidents and describe risk management and governance,U.S. public companies and certain foreign private issuers subject to SEC reporting.,"Applies to registrants' disclosure of material cybersecurity incidents and of cybersecurity risk management, strategy and governance.","Requires disclosure of a material cybersecurity incident on Form 8-K Item 1.05 generally within four business days of determining materiality, with limited national security delays. Annual reports must describe processes for assessing, identifying and managing cybersecurity risks plus board and management oversight under Regulation S-K Item 106. Foreign private issuers report comparable information on Forms 6-K and 20-F.",mandatory,no,incident materiality assessment|Form 8-K Item 1.05 filing|Item 106 disclosure|board minutes|incident response plan|disclosure controls documentation,continuous; annual disclosure in periodic reports,"SEC enforcement for disclosure failures, including civil penalties, plus securities litigation exposure; amounts are case-specific.",sox|nist-csf|soc2,Implemented through Regulation S-K Item 106 and Form 8-K Item 1.05 rather than a technical control catalog.,2026-08-20,https://www.sec.gov/rules-regulations/2023/07/33-11216|https://www.sec.gov/newsroom/press-releases/2023-139
ffiec-it-handbook,FFIEC IT Examination Handbook,FFIEC IT Handbook; FFIEC Information Security Booklet,United States,US,financial,guidance,Federal Financial Institutions Examination Council,https://ithandbook.ffiec.gov/,Interagency examination guidance used by US banking regulators for IT and information security,"U.S. banks, credit unions and their technology service providers examined by the federal banking agencies.","Covers IT governance, information security, business continuity, outsourcing, development and acquisition, and related examination areas.","Provides examination procedures and expectations that institutions use to structure IT risk management, information security programs, resilience and third-party risk. Technology service providers can be examined directly under the Bank Service Company Act. It is supervisory guidance rather than a regulation, but findings drive mandatory remediation.",mixed,sometimes,information security program|IT risk assessment|business continuity and resilience test results|vendor management documentation|board reporting|examination response and remediation plans,examination cycles are typically every 12 to 18 months depending on institution size and risk,"No direct fine; examiners issue matters requiring attention or enforcement actions that can escalate to formal agreements, civil money penalties or restrictions on activities.",glba-safeguards|nydfs-500|iso27001|soc2,"Booklets covering areas such as information security, business continuity management, outsourcing technology services, architecture and operations, and development and acquisition.",2026-08-20,https://ithandbook.ffiec.gov/|https://www.ffiec.gov/
hipaa,Health Insurance Portability and Accountability Act,HIPAA; HIPAA Privacy Rule; HIPAA Security Rule; Breach Notification Rule,United States,US,healthcare,law,"US Department of Health and Human Services, Office for Civil Rights",https://www.hhs.gov/hipaa/index.html,US health privacy and security regime applying to covered entities and business associates,"Covered entities such as health plans, health care clearinghouses and most health care providers, and business associates including many SaaS vendors that handle protected health information.","Covers protected health information created, received, maintained or transmitted by covered entities and business associates, including electronic PHI.","The Privacy Rule limits uses and disclosures of PHI and grants individual rights of access, amendment and accounting of disclosures. The Security Rule requires administrative, physical and technical safeguards supported by a risk analysis and risk management process, workforce training, contingency planning and audit controls. The Breach Notification Rule requires notice to affected individuals and HHS, generally within 60 days, and business associate agreements are required before PHI is shared with vendors.",mandatory,no,risk analysis|policies and procedures|business associate agreements|workforce training records|access logs and audit controls|encryption evidence|contingency plan and test results|breach risk assessments and notifications,continuous; risk analysis reviewed at least annually and on material change,"Civil money penalties in four tiers based on culpability, with per-violation minimums and annual caps adjusted for inflation, reaching over 2 million US dollars per year for willful neglect that is not corrected; criminal penalties reach 250,000 US dollars and 10 years imprisonment.",hitech|hitrust-csf|soc2|us-42-cfr-part-2|nist-csf,"Security Rule standards and implementation specifications, some required and some addressable, grouped into administrative, physical and technical safeguards plus organizational requirements.",2026-08-20,https://www.hhs.gov/hipaa/index.html|https://www.ecfr.gov/current/title-45/subtitle-A/subchapter-C/part-164
hitech,HITECH Act,Health Information Technology for Economic and Clinical Health Act,United States,US,healthcare,law,US Department of Health and Human Services,https://www.hhs.gov/hipaa/for-professionals/special-topics/hitech-act-enforcement-interim-final-rule/index.html,"Strengthened HIPAA enforcement, breach notification, and business associate liability","The same covered entities and business associates as HIPAA, with business associates directly liable for specified requirements.","Covers electronic health information practices, breach notification and enforcement layered onto the HIPAA rules.","Extended direct HIPAA liability to business associates, established the tiered civil money penalty structure and mandatory breach notification, and strengthened enforcement including state attorney general authority. Its 2021 amendment requires HHS to consider an entity's recognized security practices maintained for the prior twelve months when determining penalties and audit outcomes. Implementation is largely through the HIPAA Omnibus Rule.",mandatory,no,breach notification records|business associate agreements|recognized security practices documentation|risk analysis|training records|policies,continuous; recognized security practices evidenced over a trailing 12-month period,"Tiered HIPAA civil money penalties adjusted annually for inflation, plus state attorney general enforcement with statutory damages and attorney fees.",hipaa|hitrust-csf|nist-csf,No separate control catalog; it modifies HIPAA rules and creates the recognized security practices mitigation pathway.,2026-08-20,https://www.hhs.gov/hipaa/for-professionals/special-topics/hitech-act-enforcement-interim-final-rule/index.html|https://www.hhs.gov/hipaa/for-professionals/privacy/laws-regulations/index.html
fda-21-cfr-11,FDA 21 CFR Part 11,Part 11; electronic records and electronic signatures,United States,US,healthcare,regulation,US Food and Drug Administration,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-A/part-11,Requirements for electronic records and signatures in FDA-regulated environments; foundation of computer system validation,"FDA-regulated organizations and their software suppliers that create, modify, maintain, archive, retrieve or transmit records required by FDA predicate rules in electronic form.","Covers electronic records and electronic signatures used to satisfy FDA predicate rule requirements, in closed and open systems.","Requires validation of systems to ensure accuracy, reliability and consistent intended performance, secure computer-generated time-stamped audit trails, authority checks, and record retention and retrieval throughout the required period. Electronic signatures must be unique, verified, and linked to their records, with certification to the FDA that electronic signatures are legally binding. FDA guidance applies a risk-based approach, with computer software assurance guidance for production and quality system software.",mandatory,sometimes,validation plan and reports|requirements and traceability matrix|audit trail configuration and review records|user access and authority checks|electronic signature certification letter|SOPs|change control records,continuous; periodic review and revalidation on significant change,"No fixed fine schedule; FDA actions include Form 483 observations, warning letters, import alerts, consent decrees, product seizure and injunctions.",us-cgmp|iso13485|eu-mdr|soc2,"Subparts cover general provisions, electronic records including controls for closed and open systems and audit trails, and electronic signature requirements.",2026-08-20,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-A/part-11|https://www.fda.gov/regulatory-information/search-fda-guidance-documents/part-11-electronic-records-electronic-signatures-scope-and-application
us-cgmp,FDA Current Good Manufacturing Practice regulations,cGMP; GxP; 21 CFR Parts 210 and 211,United States,US,healthcare,regulation,US Food and Drug Administration,https://www.fda.gov/drugs/pharmaceutical-quality-resources/current-good-manufacturing-practice-cgmp-regulations,Quality system regulations for drug manufacturing; the GxP family also covers GCP and GLP,"Manufacturers, packagers and processors of drugs and related products, and suppliers of systems supporting regulated manufacturing and quality operations.","Covers the manufacturing, processing, packing and holding of drug products, with parallel GxP regimes for clinical (GCP) and laboratory (GLP) activities.","Requires a quality unit with defined responsibilities, written and approved procedures, validated processes and equipment, controlled documentation and records, deviation and change control, and investigation of failures. Data integrity expectations, including attributable, legible, contemporaneous, original and accurate records, apply to computerized systems. Inspections verify compliance and findings drive corrective action.",mandatory,sometimes,quality manual and SOPs|batch records|validation documentation|deviation and CAPA records|training records|equipment qualification|audit trail reviews,continuous; annual product quality reviews and periodic inspections,"No fixed fine schedule; FDA actions include Form 483 observations, warning letters, import alerts, seizure, injunction and consent decrees, and adulteration findings can carry criminal exposure.",fda-21-cfr-11|iso13485|haccp,"Organized by 21 CFR Part 211 subparts covering organization and personnel, buildings and facilities, equipment, controls, production, laboratory controls and records.",2026-08-20,https://www.fda.gov/drugs/pharmaceutical-quality-resources/current-good-manufacturing-practice-cgmp-regulations|https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211
us-42-cfr-part-2,42 CFR Part 2,Part 2; substance use disorder patient records confidentiality,United States,US,healthcare,regulation,US Substance Abuse and Mental Health Services Administration,https://www.ecfr.gov/current/title-42/chapter-I/subchapter-A/part-2,"Heightened confidentiality rules for substance use disorder treatment records, aligned toward HIPAA by the CARES Act","Federally assisted substance use disorder treatment programs, and lawful holders of Part 2 records including many health technology vendors.","Covers records of the identity, diagnosis, prognosis or treatment of any patient created by a federally assisted substance use disorder program.","Requires written patient consent for use and disclosure of Part 2 records, with narrow exceptions such as medical emergencies, audits and qualified service organization arrangements. The 2024 final rule aligns Part 2 more closely with HIPAA, permitting a single consent for treatment, payment and health care operations, applying HIPAA breach notification and enforcement, and requiring notices and safeguards against use in legal proceedings. Compliance with the 2024 rule is required by February 16, 2026.",mandatory,no,patient consent forms|qualified service organization agreements|notice to patients|disclosure accounting|redisclosure notices|breach notifications|policies and training records,continuous; consents managed per patient and revisited on change,"Enforcement aligned with HIPAA under the 2024 rule, exposing violations to HIPAA civil money penalties and, for certain disclosures, criminal penalties.",hipaa|hitech|ferpa,"No control families; obligations are structured around consent, redisclosure limits, security of records and prohibitions on use in proceedings.",2026-08-20,https://www.ecfr.gov/current/title-42/chapter-I/subchapter-A/part-2|https://www.samhsa.gov/about-us/who-we-are/laws-regulations/confidentiality-regulations-faqs
eu-mdr,EU Medical Device Regulation,MDR; Regulation (EU) 2017/745,European Union,EU,healthcare,regulation,European Union,https://eur-lex.europa.eu/eli/reg/2017/745/oj,Conformity assessment and post-market requirements for medical devices including software as a medical device,"Manufacturers, authorized representatives, importers and distributors of medical devices placed on the EU market, including standalone software qualifying as a medical device.","Covers medical devices and accessories placed on the EU market, classified as Class I, IIa, IIb or III based on risk.","Requires a quality management system, technical documentation, clinical evaluation, risk management and, for most classes, conformity assessment involving a notified body before CE marking. Manufacturers must register devices and economic operators in EUDAMED, assign Unique Device Identifiers, appoint a person responsible for regulatory compliance, and operate post-market surveillance and vigilance including incident reporting. Software as a medical device must also meet cybersecurity and IEC 62304-style lifecycle expectations reflected in guidance.",mandatory,yes,technical documentation|clinical evaluation report|risk management file|QMS records (ISO 13485)|EU declaration of conformity and CE certificate|post-market surveillance plan and reports|vigilance reports|UDI and EUDAMED registrations,continuous; notified body surveillance audits annually and certificate renewal typically every 5 years,"Penalties are set by member states and must be effective, proportionate and dissuasive; regulators can also suspend or withdraw devices from the market.",eu-ivdr|iso13485|ehds|eu-ai-act,"Structured by device classification rules, general safety and performance requirements in Annex I, and conformity assessment routes in the annexes.",2026-08-20,https://eur-lex.europa.eu/eli/reg/2017/745/oj|https://health.ec.europa.eu/medical-devices-sector_en
eu-ivdr,EU In Vitro Diagnostic Regulation,IVDR; Regulation (EU) 2017/746,European Union,EU,healthcare,regulation,European Union,https://eur-lex.europa.eu/eli/reg/2017/746/oj,Conformity assessment requirements for in vitro diagnostic medical devices,"Manufacturers and other economic operators placing in vitro diagnostic medical devices, including diagnostic software and algorithms, on the EU market.","Covers in vitro diagnostic medical devices classified as Class A, B, C or D based on risk to individuals and public health.","Requires a quality management system, technical documentation, performance evaluation including scientific validity and clinical performance, and notified body conformity assessment for most classes before CE marking. Manufacturers must register in EUDAMED, assign UDIs, appoint a person responsible for regulatory compliance and conduct post-market performance follow-up and vigilance reporting. Transitional provisions extended deadlines for legacy devices depending on class.",mandatory,yes,technical documentation|performance evaluation report|risk management file|QMS records (ISO 13485)|EU declaration of conformity and CE certificate|post-market performance follow-up plan|vigilance reports|UDI and EUDAMED registrations,continuous; notified body surveillance audits annually and certificate renewal typically every 5 years,"Penalties are set by member states and must be effective, proportionate and dissuasive, alongside market withdrawal powers.",eu-mdr|iso13485|ehds,"Classification rules A to D, general safety and performance requirements, and annex-based conformity assessment routes.",2026-08-20,https://eur-lex.europa.eu/eli/reg/2017/746/oj|https://health.ec.europa.eu/medical-devices-sector_en
ehds,European Health Data Space Regulation,EHDS; Regulation (EU) 2025/327,European Union,EU,healthcare,regulation,European Union,https://eur-lex.europa.eu/eli/reg/2025/327/oj,Adopted 11 February 2025; in force 26 March 2025 with phased application from 2027 onward,"Health care providers, health data holders, EHR system manufacturers and secondary users of electronic health data in the EU, including health technology vendors.","Covers primary use of electronic health data for care and secondary use for research, innovation, policy and regulatory purposes, plus EHR system requirements.","Establishes rights for individuals to access and control their electronic health data, obligations for data holders to make defined categories available for secondary use through health data access bodies, and essential requirements for EHR systems including interoperability and logging. Manufacturers of EHR systems must issue declarations of conformity and meet European interoperability and security requirements. The regulation entered into force in March 2025 with obligations phasing in from 2027 onward.",mandatory,sometimes,data holder inventories|data access applications and permits|interoperability documentation|EHR system declaration of conformity|logging and access records|patient information notices,continuous; phased application dates from 2027 through 2031,"Penalties are set by member states, with the regulation also providing for periodic penalty payments in respect of certain secondary-use obligations; amounts vary nationally.",gdpr|eu-mdr|eu-data-act|hipaa,"Structured by chapters on primary use, EHR systems, secondary use and governance rather than a technical control catalog.",2026-08-20,https://eur-lex.europa.eu/eli/reg/2025/327/oj|https://health.ec.europa.eu/ehealth-digital-health-and-care/european-health-data-space_en
